Member_PortId,MemberNumber,PortfolioNumber,Description,ExSourceCode,ExPortfolioName,EqCompId,EqCompTyp,MemberStatId,Compliancedate,DataContent,MISReport,OnlineSuppressed,Deleted,CLoadId,ULoadId,ReviewThresholdCount,ReviewThresholdPC,UProcId,Enabled,APACSupplier,TPDValidationSettingId
264,3329,01,Brooks and Bentley Ltd,376,"Brooks & Bentley              ",NULL,NULL,NULL,NULL,M,1,1,1,25927,310315,NULL,NULL,665854,1,0,1
265,4438,01,Wilson Finance Ltd,036,"Wilson Finance Limited        ",NULL,NULL,NULL,NULL,M,1,1,1,25927,865108,NULL,NULL,904061,1,0,1
266,9004,15,NTL - SMS,NULL,NULL,11730080,CS,NULL,NULL,M,1,1,1,25927,310315,NULL,NULL,665854,1,0,1
267,3791,01,GUSCO AGENCY,011,"GUSCO                         ",NULL,NULL,NULL,NULL,M,1,0,0,25927,69886,NULL,NULL,NULL,1,0,1
268,3792,01,KAYS AGENCY,043,"KAYS                          ",NULL,NULL,NULL,NULL,M,1,0,0,25927,69886,NULL,NULL,NULL,1,0,1
269,3793,01,ADDITIONS DIRECT,175,"ADDITIONS DIRECT              ",NULL,NULL,NULL,NULL,M,1,0,0,25927,69886,NULL,NULL,NULL,1,0,1
270,3253,01,RBS GROUP DEFAULTS,300,"RBS GROUP DEFAULTS            ",NULL,NULL,NULL,NULL,M,1,0,0,25991,26061,NULL,NULL,206276,1,0,1
271,4682,01,West Bromwich Building Society - Mortgages,473,WEST BROMWICH BUILDING SOCIETY,NULL,NULL,NULL,NULL,M,1,0,0,26947,1148956,NULL,NULL,1148956,1,0,1
272,4673,01,EGG - Credit Cards,298,"Egg Banking plc               ",NULL,NULL,NULL,NULL,M,1,0,0,26947,763682,NULL,NULL,763682,1,1,1
273,7365,01,Cheshire Building Society - Mortgages,NULL,NULL,49301302,BS,NULL,NULL,M,1,0,0,26947,69886,NULL,NULL,NULL,1,0,1
274,3256,01,"Tesco Bank                                        ",234,"Tesco Bank                    ","        ","  ",NULL,NULL,M,1,0,0,26947,738423,NULL,NULL,738423,1,0,1
275,1382,01,Advantage Finance,293,"Advantage Finance Limited     ",NULL,NULL,NULL,NULL,M,1,0,0,26947,69886,NULL,NULL,42352,1,0,1
276,3060,01,Amberloan - Loans,NULL,NULL,49130130,FN,NULL,NULL,M,1,0,0,26947,69886,NULL,NULL,33128,1,0,1
277,5813,01,Bank of Ireland Mortgages,307,"Soc 1 - BIM                   ",NULL,NULL,NULL,NULL,M,1,0,0,26947,363963,NULL,NULL,390365,1,0,1
278,4567,01,First National Mortgage Company,NULL,NULL,36680002,MS,NULL,NULL,M,1,1,1,26947,234706,NULL,NULL,665854,1,0,1
279,4490,19,Liverpool Victoria Banking - Credit Cards,222,"LIVERPOOL VICTORIA BANKING    ",NULL,NULL,NULL,NULL,M,1,0,1,26947,69886,NULL,NULL,911040,1,0,1
280,4490,76,Liverpool Victoria Banking - Loans,222,"Liverpool Victoria Banking    ",NULL,NULL,NULL,NULL,M,1,0,1,26947,69886,NULL,NULL,911038,1,0,1
283,9153,01,Prudential Banking PLC - Loans,109,"Prudential Banking PLC        ",NULL,NULL,NULL,NULL,M,1,0,0,26950,26950,NULL,NULL,NULL,1,0,1
284,3784,82,Santander Cards UK (ASDA),146,"GE CONSUMER CREDIT SERV(ASDA) ",NULL,NULL,NULL,NULL,M,1,0,0,26950,333115,NULL,NULL,701683,1,1,1
285,4808,01,Barclaycard Sol Fin & Sky Card,249,BARCLAYCARD SOL FIN & SKY CARD,NULL,NULL,NULL,NULL,M,1,0,0,27991,27991,NULL,NULL,158552,1,0,1
286,9999,10,Test Data Loan & Instalment Credit,911,Test Data Loan & Instalment Cr,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,1,1
287,9999,11,Test Data Mortgage,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
288,9999,12,Test Data Revolving Credit & Budget,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
289,9999,13,Test Data Telecommunications,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,714873,NULL,NULL,NULL,1,0,1
290,9999,14,Test Data Utilities,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
291,9999,15,Test Data Home Shopping,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
292,9999,16,Test Data Bank,912,"Test Data Bank                ",NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
293,9999,17,Test Data Miscellaneous,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,69384,1,0,1
294,9999,18,Test Data Insurance,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
295,9999,19,Test Data Internet,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,28055,28055,NULL,NULL,NULL,1,0,1
302,3356,01,BANQUE PSA FINANCE,395,"PSA                           ",NULL,NULL,NULL,NULL,M,1,0,0,29243,69886,NULL,NULL,NULL,1,0,1
303,5193,01,Barclays Bank - Loans,359,"Barclays Bank                 ",NULL,NULL,NULL,NULL,M,1,0,0,29243,1006496,NULL,NULL,1006496,1,0,1
304,8064,01,Hillesden Securities - MBNA,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,29243,69886,NULL,NULL,398550,1,0,1
305,8064,02,Hillesden Securities - HFC,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,29243,69886,NULL,NULL,398550,1,0,1
306,8064,03,Hillesden Securities - GE Capital,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,1,1,29243,234796,NULL,NULL,665854,1,0,1
307,8064,04,Hillesden Securities - Black Horse,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,1,1,29243,234797,NULL,NULL,665854,1,0,1
308,8064,05,Hillesden Securities,012,"Hillesden Securities          ",NULL,NULL,NULL,1900-01-01 00:00:00,M,1,0,0,29243,799991,NULL,NULL,799991,1,0,1
309,9999,04,Electoral Roll,NULL,NULL,NULL,NULL,NULL,NULL," ",0,0,0,29412,29412,NULL,NULL,NULL,1,0,1
310,6818,01,Vodafone Ltd,NULL,NULL,17370169,CS,NULL,NULL,M,1,0,0,29750,29750,NULL,NULL,121340,1,0,1
311,1936,01,Nationwide Ex PBS,179,"NATIONWIDE BUILDING SOCIETY   ",NULL,NULL,NULL,NULL,M,1,0,0,29752,69886,NULL,NULL,158648,1,0,1
312,8064,06,Hillesden Securities - Barclays Bank,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,29758,69886,NULL,NULL,398550,1,0,1
313,3335,01,John Lewis Financial Services - Cards,201,"JOHN LEWIS FINANCIAL SERVICES ",NULL,NULL,NULL,NULL,M,1,0,0,29902,69886,NULL,NULL,NULL,1,0,1
314,7753,01,Santander Mortgage ANMF,397,"Santander Mortgage ANMF       ",NULL,NULL,NULL,NULL,M,1,0,0,30006,435679,NULL,NULL,435679,1,0,1
315,7753,02,Santander Unsecured Loan,058,"SANTANDER UNSECURED LOAN      ",NULL,NULL,NULL,NULL,M,1,0,0,30006,439030,NULL,NULL,439030,1,0,1
316,7753,03,Santander Secured Loan,383,"SANTANDER SECURED LOAN        ",NULL,NULL,NULL,NULL,M,1,0,0,30006,439690,NULL,NULL,435679,1,0,1
317,7753,04,Santander Current Account,129,"SANTANDER CURRENT ACCOUNT     ",NULL,NULL,NULL,NULL,M,1,0,0,30006,797929,NULL,NULL,797929,1,0,1
318,7753,05,Santander Mortgage SLS,134,"SANTANDER MORTGAGE SLS        ",NULL,NULL,NULL,NULL,M,1,0,0,30006,439030,NULL,NULL,439030,1,0,1
319,7754,01,Santander ExNP Sec Loans,399,"Santander ExNP Sec Loans      ",NULL,NULL,NULL,NULL,M,1,0,0,30007,435679,NULL,NULL,435679,1,0,1
320,7754,02,Santander ExNP Mortgages,281,"Santander ExNP Mortgages      ",NULL,NULL,NULL,NULL,M,1,0,0,30007,435679,NULL,NULL,435679,1,0,1
321,3257,01,NatWest Personal Loans,442,"Nat West Direct Loans         ",NULL,NULL,NULL,NULL,M,1,0,1,30008,30008,NULL,NULL,280354,1,0,1
322,8068,01,GE Money Home Finance Limited,NULL,NULL,11242829,FN,NULL,NULL,M,1,0,0,30248,853165,NULL,NULL,358900,1,0,1
323,0000,01,EuroDirect,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,30809,347051,NULL,NULL,30809,1,0,1
324,4918,08,Cabot Financial (UK) Ltd,338,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,0,0,31350,69886,NULL,NULL,212181,1,0,1
325,4918,19,Cabot Financial UK Limited - RBS,326,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31351,69886,NULL,NULL,665854,1,0,1
326,4918,21,Cabot Financial UK Limited - Associates,312,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31352,69886,NULL,NULL,665854,1,0,1
327,4918,29,Cabot Financial UK Limited - Halifax Cetelem,231,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31353,69886,NULL,NULL,665854,1,0,1
328,4918,56,Cabot Financial UK Limited - Providian,173,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31354,69886,NULL,NULL,665854,1,0,1
329,4918,64,Cabot Financial UK Limited - MBNA,025,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31355,69886,NULL,NULL,665854,1,0,1
330,4918,68,Cabot Financial UK Limited - Creation,010,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31358,69886,NULL,NULL,665854,1,0,1
331,4918,71,Cabot Financial UK Limited - Hitachi/Nova,282,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,0,1,31359,69886,NULL,NULL,665854,1,0,1
332,4918,79,Cabot Financial UK Limited - Hitachi/Nova,214,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31360,69886,NULL,NULL,665854,1,0,1
333,4918,83,Cabot Financial UK Limited - Citigroup,210,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31361,69886,NULL,NULL,665854,1,0,1
334,4918,92,Cabot Financial UK Limited - Barclays Bank,366,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31362,69886,NULL,NULL,665854,1,0,1
335,5862,33,Cabot Financial (Europe) Ltd - Barclaycard,139,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,31481,255995,NULL,NULL,280354,1,0,1
336,9999,05,CST Notices,NULL,NULL,NULL,NULL,NULL,NULL," ",0,0,0,31572,31572,NULL,NULL,NULL,1,0,1
337,5116,56,MBNA Credit Cards,447,"MBNA                          ",NULL,NULL,NULL,NULL,M,1,0,0,31769,244852,NULL,NULL,244852,1,1,1
338,5116,85,MBNA LOANS,391,"MBNA INTERNATIONAL BANK       ",NULL,NULL,NULL,NULL,M,1,0,0,31779,31779,NULL,NULL,120625,1,0,1
339,6469,58,Next - Mail Order,NULL,NULL,11001442,MO,NULL,NULL,M,1,0,0,31822,69886,NULL,NULL,NULL,1,0,1
340,6138,01,DSG Financial Services Ltd - Loans,244,"DSG Financial Services        ",NULL,NULL,NULL,NULL,M,1,0,0,32625,273129,NULL,NULL,183194,1,0,1
341,3056,81,Universal Building Society - Mortgages,NULL,NULL,65940127,BF,NULL,NULL,M,1,1,1,32628,310315,NULL,NULL,665854,1,0,1
342,4918,05,Cabot Financial UK Limited - Clydesdale,457,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,34490,69886,NULL,NULL,280354,1,0,1
343,4918,43,Cabot Financial UK Limited - Barclaycard,139,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,34492,69886,NULL,NULL,280354,1,0,1
344,4918,99,Cabot Financial UK Limited - Morgan Stanley,458,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,34493,69886,NULL,NULL,665854,1,0,1
345,5197,17,GE Capital Bank Ltd - Edge,101,GE CAPITAL (EDGE)       (EDGE),NULL,NULL,NULL,NULL,M,1,0,0,34847,1186993,NULL,NULL,1186993,1,1,1
346,3794,01,Marsh Finance and Commercial Ltd,313,Marsh Finance & Commercial Ltd,NULL,NULL,NULL,NULL,M,1,0,0,34929,69886,NULL,NULL,NULL,1,0,1
347,4918,02,Cabot Financial UK Limited - HFC,213,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,36706,69886,NULL,NULL,665854,1,0,1
348,0031,37,"Lloyds Bank Personal Loans                        ",064,"LTSBLOAN                      ",NULL,NULL,NULL,NULL,M,1,0,0,37867,1191350,NULL,NULL,1191350,1,0,1
349,9321,01,Mortgage Express,363,"Mortgage Express              ",NULL,NULL,NULL,NULL,M,1,0,0,39052,799982,NULL,NULL,799982,1,0,1
350,4528,01,HSBC Finance Ltd,464,"HSBC FINANCE LTD              ",NULL,NULL,NULL,NULL,M,1,0,0,39039,69886,NULL,NULL,NULL,1,0,1
351,1783,67,Cheltenham & Gloucester plc,310,"Cheltenham & Gloucester       ",NULL,NULL,NULL,NULL,M,1,0,0,39519,411181,NULL,NULL,411181,1,0,1
352,1286,01,First Financial Ltd,NULL,NULL,33020069,FN,NULL,NULL,M,1,1,1,39877,234611,NULL,NULL,280354,1,0,1
353,7362,01,Zebra Finance Ltd,339,"Zebra Finance                 ",NULL,NULL,NULL,NULL,M,1,0,0,41531,307554,NULL,NULL,NULL,1,0,1
354,5513,01,Acorn Services Ltd,NULL,NULL,47655002,FS,NULL,NULL,M,1,1,1,41534,69886,NULL,NULL,665854,1,0,1
355,7938,01,Packley Leasing Ltd,NULL,NULL,60087363,FN,NULL,NULL,M,1,1,1,41539,234790,NULL,NULL,665854,1,0,1
356,5197,90,GE Money,462,GE CAPITAL GE MONEY(BANKCARDS),NULL,NULL,NULL,NULL,M,1,0,0,41545,1130451,NULL,NULL,1130451,1,1,1
357,9732,10,Express Gifts Limited (Studio),NULL,NULL,24400029,MO,NULL,NULL,M,1,0,0,43663,69886,NULL,NULL,NULL,1,0,1
358,9732,11,Express Gifts Limited (Ace),NULL,NULL,24400035,MO,NULL,NULL,M,1,0,0,43663,69886,NULL,NULL,NULL,1,0,1
359,9732,12,Express Gifts Limited (Coop2u),NULL,NULL,24400341,MO,NULL,NULL,M,1,1,1,43663,234813,NULL,NULL,280354,1,0,1
360,9732,13,Express Gifts Limited (Miller),NULL,NULL,24400058,MO,NULL,NULL,M,1,0,1,43663,1140249,NULL,NULL,1140249,1,0,1
361,9732,14,Express Gifts Limited (Webb),NULL,NULL,24400041,MO,NULL,NULL,M,1,0,0,43663,43663,NULL,NULL,NULL,1,0,1
362,3817,24,HSBC Store Card,331,"HSBC Bank PLC Harvey Nichols  ",NULL,NULL,NULL,NULL,M,1,0,0,48302,481494,NULL,NULL,481494,1,1,1
363,3816,11,HSBC Card Services,051,"HSBC Bank PLC Card Services   ",NULL,NULL,NULL,NULL,M,1,0,0,48307,481494,NULL,NULL,481494,1,1,1
364,3943,01,Islamic Bank of Britain,089,"Islamic Bank of Britain       ",NULL,NULL,NULL,NULL,M,1,0,0,49106,69886,NULL,NULL,NULL,1,0,1
365,7194,77,Capital One Loans,107,"Capital One LIVE              ",NULL,NULL,NULL,NULL,M,1,0,0,49118,49118,NULL,NULL,NULL,1,0,1
366,1169,23,Copleys Limited,348,"Copleys Limited               ",NULL,NULL,NULL,NULL,M,1,1,1,50228,255884,NULL,NULL,665854,1,0,1
367,1785,15,"CapQuest Investments Ltd Defaults                 ",466,"CAPQUEST                      ",NULL,NULL,NULL,NULL,M,1,0,0,50229,795916,NULL,NULL,795916,1,0,1
368,1785,11,CapQuest (Formerly FTC) - HBOS,466,"CapQuest Default Data         ",NULL,NULL,NULL,NULL,M,1,1,1,50233,234631,NULL,NULL,280354,1,0,1
369,1785,37,CapQuest (Formerly FTC) - Sainsburys,466,"CapQuest Default Data         ",NULL,NULL,NULL,NULL,M,1,0,1,50234,69886,NULL,NULL,517919,1,0,1
370,1785,44,CapQuest (Formerly FTC) - Shopdirect,466,"CapQuest Default Data         ",NULL,NULL,NULL,NULL,M,1,0,1,50235,69886,NULL,NULL,517880,1,0,1
371,6213,40,AutoAccept Finance,123,"Auto Accept Finance Ltd       ",NULL,NULL,NULL,NULL,M,1,0,0,50236,1194100,NULL,NULL,1194100,1,0,1
372,3057,41,Ratcliffe Debt Solutions,NULL,NULL,99999999,FH,NULL,NULL,M,1,1,1,50389,234653,NULL,NULL,665854,1,0,1
373,3910,01,Halo Deceased Data,NULL,NULL,NULL,NULL,NULL,NULL," ",0,0,0,-1,-1,NULL,NULL,-1,1,0,1
374,0000,02,MyCallCredit,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,51532,51532,NULL,NULL,910446,1,0,1
375,7413,22,Zopa,NULL,NULL,45720024,CB,NULL,NULL,M,1,0,0,52648,69886,NULL,NULL,53115,1,0,1
376,3396,20,Toyota Financial Services,NULL,NULL,42740057,FN,NULL,NULL,M,1,0,0,52650,69886,NULL,NULL,56188,1,0,1
377,2255,14,Hilco Receivables,NULL,NULL,99999999,BF,NULL,NULL,M,1,1,1,52651,234637,NULL,NULL,665854,1,0,1
378,2450,11,"Amigo Loans                                       ",NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,52654,912670,NULL,NULL,912670,1,0,1
379,1587,63,Barnsley Building Society,NULL,NULL,24956824,BS,NULL,NULL,M,1,0,0,52655,460933,NULL,NULL,NULL,1,0,1
380,7622,45,Ipswich Building Society,000,"IPSWICH B S                   ",NULL,NULL,NULL,NULL,M,1,0,0,52656,69886,NULL,NULL,NULL,1,0,1
381,4918,13,Cabot Financial UK Limited - Co-Operative Bank,506,"Cabot Financial (Europe) Ltd  ",NULL,NULL,NULL,NULL,M,1,1,1,52658,69886,NULL,NULL,665854,1,0,1
383,8064,08,Hillesden Securities - Egg,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,52660,69886,NULL,NULL,665854,1,0,1
384,4973,13,RBS Offset,459,"RBoS(Offset)                  ",NULL,NULL,NULL,NULL,M,1,0,1,53654,273091,NULL,NULL,895801,1,0,1
385,4972,13,NW Offset,448,"Nat West Offset               ",NULL,NULL,NULL,NULL,M,1,0,0,53656,273090,NULL,NULL,132226,1,0,1
386,1785,52,CapQuest (Formerly FTC) - Egg,466,"CapQuest Default Data         ",NULL,NULL,NULL,NULL,M,1,1,1,54478,234633,NULL,NULL,280354,1,0,1
387,9932,61,Welcome Financial Services Ltd,159,"CATTLES PLC UPDATED 22.2.07 1 ",NULL,NULL,NULL,NULL,M,1,0,0,54490,981436,NULL,NULL,981436,1,0,1
388,7566,34,Hartwell Finance Ltd,387,"Hartwell Third Party Book     ",NULL,NULL,NULL,NULL,M,1,0,0,54492,69886,NULL,NULL,54788,1,0,1
389,3761,65,Barclays Bank PLC,255,"MORGAN STANLEY BANK INTL LTD  ",NULL,NULL,NULL,NULL,M,1,0,0,54546,232064,NULL,NULL,118070,1,0,1
390,9452,26,Debt Managers Ltd,400,"DEBT MANAGERS LIMITED         ",NULL,NULL,NULL,NULL,M,1,0,0,59239,347969,NULL,NULL,347737,1,0,1
391,2713,37,Intelligent Finance - Mortgages,NULL,NULL,24720043,BF,NULL,NULL,M,1,0,0,59255,69886,NULL,NULL,65262,1,0,1
392,2713,38,Intelligent Finance - Loans,NULL,NULL,24720037,BF,NULL,NULL,M,1,0,0,59257,69886,NULL,NULL,65262,1,0,1
393,8912,54,Intelligent Finance - SJPB Mortgages,NULL,NULL,31120193,BF,NULL,NULL,M,1,0,0,59260,69886,NULL,NULL,65262,1,0,1
394,8912,55,Intelligent Finance - SJPB Loans,NULL,NULL,31120206,BF,NULL,NULL,M,1,0,0,59285,69886,NULL,NULL,65262,1,0,1
395,3289,77,Santander Consumer (UK)plc,503,"SANTANDER CONSUMER            ",NULL,NULL,NULL,NULL,M,1,0,0,59287,69886,NULL,NULL,NULL,1,0,1
396,8064,12,Hillesden Securities - Ford,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,59335,69886,NULL,NULL,665854,1,0,1
397,2431,70,"Kensington Mortgages                              ",450,"Kensington Mtge Co            ",NULL,NULL,NULL,NULL,M,1,0,0,59336,591792,NULL,NULL,591792,1,0,1
398,9113,01,CRA,NULL,NULL,NULL,NULL,NULL,NULL,M,0,0,0,60362,60362,NULL,NULL,NULL,1,0,1
399,3254,02,NatWest Flat Rate Loans,528,"NWB(Flat Rate Loans)          ",NULL,NULL,NULL,NULL,M,1,0,1,61745,61745,NULL,NULL,280354,1,0,1
400,3253,03,RBoS Flat Rate Loans,527,"RBoS(Flat Rate Loans)         ",NULL,NULL,NULL,NULL,M,1,0,1,61747,61747,NULL,NULL,280354,1,0,1
401,5023,16,Nationwide Building Society,182,"Nationwide Building Society.  ",NULL,NULL,NULL,NULL,M,1,0,0,62437,797456,NULL,NULL,797456,1,0,1
402,2110,41,Cahoot,032,"CAHOOT                        ",NULL,NULL,NULL,NULL,M,1,0,0,62502,69886,NULL,NULL,NULL,1,0,1
404,4003,41,Platform Home Loans,188,"PLATFORM                      ",NULL,NULL,NULL,NULL,M,1,0,0,62540,358900,NULL,NULL,358900,1,0,1
405,5369,72,"PREFERENCE ACCOUNT                                ",510,"PREFERENCE CARDS              ",NULL,NULL,NULL,NULL,M,1,0,0,62723,1219386,NULL,NULL,1189402,1,1,1
406,5395,01,Benton Finance,181,"BENTON FINANCE LIMITED        ",NULL,NULL,NULL,NULL,M,1,0,0,62730,62730,NULL,NULL,NULL,1,0,1
407,5394,01,The Funding Corporation,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,0,62804,62804,NULL,NULL,NULL,1,0,1
408,5961,02,Firstplus Barclayloan,187,"Barclayloan                   ",NULL,NULL,NULL,NULL,M,1,0,0,63438,63438,NULL,NULL,NULL,1,0,1
409,1230,22,London Scottish Bank plc,110,"LONDON SCOTTISH BANK PLC      ",NULL,NULL,NULL,NULL,M,1,0,0,63452,63452,NULL,NULL,NULL,1,0,1
410,2062,46,County Leasing and Finance,NULL,NULL,99999999,FN,NULL,NULL,M,1,0,1,64227,1172015,NULL,NULL,1172015,1,0,1
411,7046,41,First Response Finance Ltd,193,"Response Live Data            ",NULL,NULL,NULL,NULL,M,1,0,0,64231,64231,NULL,NULL,NULL,1,0,1
412,1471,34,Max Recovery - Morgan Stanley,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,0,0,64910,583973,NULL,NULL,NULL,1,0,1
413,1471,32,Max Recovery - Marks & Spencer,309,"EVERSHEDS                     ",NULL,NULL,NULL,NULL,M,1,1,1,64917,234619,NULL,NULL,665854,1,0,1
414,5347,16,Nemo Personal Finance,NULL,NULL,15480024,FN,NULL,NULL,M,1,0,0,64930,64930,NULL,NULL,NULL,1,0,1
415,5396,11,Cygnet,NULL,NULL,30660020,FN,NULL,NULL,M,1,0,0,65334,65334,NULL,NULL,172180,1,0,1
416,8064,11,Hillesden Securities - Open and Direct,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,65343,65343,NULL,NULL,665854,1,0,1
417,8064,07,Hillesden Securities - Barclaycard,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,65345,65345,NULL,NULL,665854,1,0,1
418,8064,13,Hillesden Securities - M & S,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,65350,65350,NULL,NULL,665854,1,0,1
419,2874,33,Shop Direct Finance Company Ltd,NULL,NULL,45220003,MO,NULL,NULL,M,1,0,0,65666,65666,NULL,NULL,264827,1,0,1
420,4788,73,RBS Direct Line Loans,070,"Direct Line Pers Loans        ",NULL,NULL,NULL,NULL,M,1,0,0,65988,763687,NULL,NULL,763687,1,0,1
421,4715,60,RBS Churchill Loans,398,"RBS Churchill                 ",NULL,NULL,NULL,NULL,M,1,0,0,66001,763684,NULL,NULL,763684,1,0,1
422,4796,66,RBS Mint Loans,434,"RBS Mint Loans                ",NULL,NULL,NULL,NULL,M,1,0,0,66099,763689,NULL,NULL,763689,1,0,1
423,3762,01,Goldfish,NULL,"GOLDFISH                      ",NULL,NULL,NULL,NULL,M,1,0,1,67894,68542,NULL,NULL,665854,1,0,1
424,8064,09,Hillesden Securities - Welcome,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,0,1,69236,69236,NULL,NULL,665854,1,0,1
425,6237,17,HSBC First Direct Full,211,"First Direct                  ",NULL,NULL,NULL,NULL,M,1,0,0,69740,481494,NULL,NULL,481494,1,1,1
426,5023,19,Nationwide Trust Loans,130,"NATIONWIDE TRUST LTD          ",NULL,NULL,NULL,NULL,M,1,0,1,70286,475173,NULL,NULL,665854,1,0,1
427,7249,92,UCB Homeloans Mortgage2,153,"NATIONWIDE BUILDING SOCIETY   ",NULL,NULL,NULL,NULL,M,1,0,0,70288,70288,NULL,NULL,274463,1,0,1
428,2546,57,CL Finance,087,"CLFINANCE                     ",NULL,NULL,NULL,NULL,M,1,0,0,70393,272613,NULL,NULL,274727,1,0,1
429,2997,59,Hinckley & Rugby BS,NULL,NULL,36400018,BF,NULL,NULL,M,1,0,0,71667,71667,NULL,NULL,NULL,1,0,1
430,1645,21,Moorcroft Debt Recovery Ltd,166,"MOORCROFT DEBT RECOVERY       ",NULL,NULL,NULL,NULL,M,1,0,0,72317,72317,NULL,NULL,NULL,1,0,1
431,3255,01,RBoS Mortgages Full Data,492,"RBOS (MORTGAGES) FULL DATA    ",NULL,NULL,NULL,NULL,M,1,0,0,72474,72474,NULL,NULL,132226,1,0,1
432,3258,01,NWB Mortgages,483,"NWB (MORTGAGES)               ",NULL,NULL,NULL,NULL,M,1,0,0,72486,72486,NULL,NULL,132226,1,0,1
433,8881,91,Eastern Counties Securities Ltd,022,"New Posting Program           ",NULL,NULL,NULL,NULL,M,1,0,1,72844,964755,NULL,NULL,964755,1,0,1
434,5566,79,The One Account,157,"RBSG ACCOUNTS                 ",NULL,NULL,NULL,NULL,M,1,0,0,73740,1209437,NULL,NULL,1209437,1,0,1
435,1868,07,Manchester B S,419,"Manchester B S                ",NULL,NULL,NULL,NULL,M,1,0,0,73758,295336,NULL,NULL,295210,1,0,1
436,2838,10,Stroud & Swindon BS Mortgages,499,"STROUD & SWINDON BUILDING SOC ",NULL,NULL,NULL,NULL,M,1,0,1,76753,76753,NULL,NULL,822956,1,0,1
437,8064,14,Hillesden Citi Loans,012,"Direct Legal & Collections    ",NULL,NULL,NULL,NULL,M,1,1,1,76865,234801,NULL,NULL,665854,1,0,1
438,2838,20,ITL Mortgages,526,"STROUD & SWINDON MORTGAGE COY ",NULL,NULL,NULL,NULL,M,1,0,1,76866,243444,NULL,NULL,822958,1,0,1
439,4488,17,Derbyshire BS,NULL,NULL,37340050,BS,NULL,NULL,M,1,0,0,78128,78128,NULL,NULL,NULL,1,0,1
440,3790,01,Shop Direct Finance Company Ltd,NULL,NULL,45221578,MO,NULL,NULL,M,1,0,0,79142,345540,NULL,NULL,345540,1,0,1
